Jornal,Coluna,Palavra,Data,Data formatada,Metaforico,Título,,Link,,stringado
Folha de S. Paulo,Mundo,Esquizofrenia,28/06/2010,28/06/2010,Não,"Após soltura, ""caçador de Bin Laden"" diz que não desistirá de sua busca","""",https://www1.folha.uol.com.br/mundo/2010/06/758451-apos-soltura-cacador-de-bin-laden-diz-que-nao-desistira-de-sua-busca.shtml,""",","""https://www1.folha.uol.com.br/mundo/2010/06/758451-apos-soltura-cacador-de-bin-laden-diz-que-nao-desistira-de-sua-busca.shtml"","
Folha de S. Paulo,Equilibrio e saúde,Esquizofrenia,29/06/2010,29/06/2010,Não,Transtornos mentais atingem 23 milhões de pessoas no Brasil,"""",https://www1.folha.uol.com.br/equilibrioesaude/758943-transtornos-mentais-atingem-23-milhoes-de-pessoas-no-brasil.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/758943-transtornos-mentais-atingem-23-milhoes-de-pessoas-no-brasil.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,29/06/2010,29/06/2010,Não,Justiça de São Carlos (SP) proíbe tratamento de viciados em hospital psiquiátrico,"""",https://www1.folha.uol.com.br/cotidiano/2010/06/758979-justica-de-sao-carlos-sp-proibe-tratamento-de-viciados-em-hospital-psiquiatrico.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2010/06/758979-justica-de-sao-carlos-sp-proibe-tratamento-de-viciados-em-hospital-psiquiatrico.shtml"","
Folha de S. Paulo,Tec,Esquizofrenia,02/07/2010,02/07/2010,Não,Viciado em games é condenado a 20 anos de prisão por morte de mãe,"""",https://www1.folha.uol.com.br/tec/2010/07/760827-viciado-em-games-e-condenado-a-20-anos-de-prisao-por-morte-de-mae.shtml,""",","""https://www1.folha.uol.com.br/tec/2010/07/760827-viciado-em-games-e-condenado-a-20-anos-de-prisao-por-morte-de-mae.shtml"","
Folha de S. Paulo,equilibrio e saúde,Esquizofrenia,03/07/2010,03/07/2010,Não,Grupos de ajuda mútua para pacientes psiquiátricos são aprovados em conferência de saúde mental,"""",https://www1.folha.uol.com.br/equilibrioesaude/761041-grupos-de-ajuda-mutua-para-pacientes-psiquiatricos-sao-aprovados-em-conferencia-de-saude-mental.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/761041-grupos-de-ajuda-mutua-para-pacientes-psiquiatricos-sao-aprovados-em-conferencia-de-saude-mental.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,05/07/2010,05/07/2010,Não,Dono de clínica suíça defende direito de doentes mentais a suicídio assistido,"""",https://www1.folha.uol.com.br/bbc/2010/07/762206-dono-de-clinica-suica-defende-direito-de-doentes-mentais-a-suicidio-assistido.shtml,""",","""https://www1.folha.uol.com.br/bbc/2010/07/762206-dono-de-clinica-suica-defende-direito-de-doentes-mentais-a-suicidio-assistido.shtml"","
Folha de S. Paulo,Equilíbrio,Esquizofrenia,06 de julho de 2010,06/07/2010,Não,Transtornos,"""",https://www1.folha.uol.com.br/fsp/equilibrio/eq0607201009.htm,""",","""https://www1.folha.uol.com.br/fsp/equilibrio/eq0607201009.htm"","
Folha de S. Paulo,Equilibrio e saúde,Esquizofrenia,06/07/2010,06/07/2010,Não,Loucura retratada no cinema vira objeto de estudo e terapia,"""",https://www1.folha.uol.com.br/equilibrioesaude/2010/07/762679-loucura-retratada-no-cinema-vira-objeto-de-estudo-e-terapia.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/2010/07/762679-loucura-retratada-no-cinema-vira-objeto-de-estudo-e-terapia.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,11 de julho de 2010,11/07/2010,Não,USP testa estímulo cerebral em viciados,"""",https://www1.folha.uol.com.br/fsp/saude/sd1107201001.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd1107201001.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,20/07/2010,20/07/2010,Não,"Novela: Serafina, Giovani e Amália flagram Claude agarrado com Nara em ""Uma Rosa com Amor""","""",https://www1.folha.uol.com.br/ilustrada/769033-novela-serafina-giovani-e-amalia-flagram-claude-agarrado-com-nara-em-uma-rosa-com-amor.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/769033-novela-serafina-giovani-e-amalia-flagram-claude-agarrado-com-nara-em-uma-rosa-com-amor.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,26/07/2010,26/07/2010,Não,"Novela: Zé Trovão se recusa a entrar na arena em ""Ana Raio e Zé Trovão""","""",https://www1.folha.uol.com.br/ilustrada/2010/07/771719-novela-ze-trovao-se-recusa-a-entrar-na-arena-em-ana-raio-e-ze-trovao.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2010/07/771719-novela-ze-trovao-se-recusa-a-entrar-na-arena-em-ana-raio-e-ze-trovao.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,01 de agosto de 2010,01/08/2010,Não,SP cria carteirinha de esquizofrênico,"""",https://www1.folha.uol.com.br/fsp/cotidian/ff0108201020.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff0108201020.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,02 de agosto de 2010,02/08/2010,Não,Pastor pede dinheiro para não perder programa de TV,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0208201004.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0208201004.htm"","
Folha de S. Paulo,Livraria da Folha,Esquizofrenia,03/08/2010,03/08/2010,Não,"Ganhadora do Goncourt, obra narra relação entre Zelda e escritor Scott Fitzgerald","""",https://www1.folha.uol.com.br/folha/livrariadafolha/776287-ganhadora-do-goncourt-obra-narra-relacao-entre-zelda-e-escritor-scott-fitzgerald.shtml,""",","""https://www1.folha.uol.com.br/folha/livrariadafolha/776287-ganhadora-do-goncourt-obra-narra-relacao-entre-zelda-e-escritor-scott-fitzgerald.shtml"","
Folha de S. Paulo,Ciência,Esquizofrenia,03/08/2010,03/08/2010,Não,"Sociologia precisa de equações, dizem prêmios Nobel em SP","""",https://www1.folha.uol.com.br/ciencia/2010/08/777376-sociologia-precisa-de-equacoes-dizem-premios-nobel-em-sp.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2010/08/777376-sociologia-precisa-de-equacoes-dizem-premios-nobel-em-sp.shtml"","
Folha de S. Paulo,Saúde,Esquizofrenia,08 de agosto de 2010,08/08/2010,Não,UM PAI CONTRA A ESQUIZOFRENIA,"""",https://www1.folha.uol.com.br/fsp/saude/sd0808201001.htm,""",","""https://www1.folha.uol.com.br/fsp/saude/sd0808201001.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,09 de agosto de 2010,09/08/2010,Não,Esquizofrenia,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz0908201009.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz0908201009.htm"","
Folha de S. Paulo,Equilibrio e saúde,Esquizofrenia,09/08/2010,09/08/2010,Não,"Em livro, dentista relata luta contra esquizofrenia do filho que morreu há três anos","""",https://www1.folha.uol.com.br/equilibrioesaude/780093-em-livro-dentista-relata-luta-contra-esquizofrenia-do-filho-que-morreu-ha-tres-anos.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/780093-em-livro-dentista-relata-luta-contra-esquizofrenia-do-filho-que-morreu-ha-tres-anos.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,09/08/2010,09/08/2010,Não,Homem que assediava Jennifer Aniston é proibido de se aproximar da atriz,"""",https://www1.folha.uol.com.br/ilustrada/780372-homem-que-assediava-jennifer-aniston-e-proibido-de-se-aproximar-da-atriz.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/780372-homem-que-assediava-jennifer-aniston-e-proibido-de-se-aproximar-da-atriz.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,7.dez.2020,07/12/2020,Não,Ilusões psicodélicas não são patológicas e podem até fazer enxergar melhor,"""",https://viradapsicodelica.blogfolha.uol.com.br/2020/12/07/ilusoes-psicodelicas-nao-sao-patologicas-e-podem-ate-fazer-enxergar-melhor/?loggedpaywall,""",","""https://viradapsicodelica.blogfolha.uol.com.br/2020/12/07/ilusoes-psicodelicas-nao-sao-patologicas-e-podem-ate-fazer-enxergar-melhor/?loggedpaywall"","
Folha de S. Paulo,Saúde,Esquizofrênico,19.set.2020,19/09/2020,Não,"Médicos brasileiros resistem a usar psicodélicos em tratamentos, diz Dartiu Xavier","""",https://www1.folha.uol.com.br/equilibrioesaude/2020/09/medicos-brasileiros-resistem-a-usar-psicodelicos-em-tratamentos-diz-dartiu-xavier.shtml,""",","""https://www1.folha.uol.com.br/equilibrioesaude/2020/09/medicos-brasileiros-resistem-a-usar-psicodelicos-em-tratamentos-diz-dartiu-xavier.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrênico,13.jul.2020,13/07/2020,Não,Suspeito de assassinato de estudante no litoral de SP confessou a PMs,"""",https://www1.folha.uol.com.br/cotidiano/2020/07/suspeito-de-morte-de-julia-confessou-a-pms-assassinato-de-estudante-em-maresias.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2020/07/suspeito-de-morte-de-julia-confessou-a-pms-assassinato-de-estudante-em-maresias.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,10.mai.2020,10/05/2020,Não,Mark Ruffalo faz o papel de irmãos gêmeos em nova minissérie da HBO,"""",https://www1.folha.uol.com.br/ilustrada/2020/05/mark-ruffalo-faz-o-papel-de-irmaos-gemeos-em-nova-minisserie-da-hbo.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2020/05/mark-ruffalo-faz-o-papel-de-irmaos-gemeos-em-nova-minisserie-da-hbo.shtml"","
Folha de S. Paulo,Entrevista,Esquizofrênico,12.mar.2020,12/03/2020,Não,"Morto há uma década, Glauco unia humor ácido e carinho por personagens","""",https://www1.folha.uol.com.br/folha-100-anos/2020/03/morto-ha-uma-decada-glauco-unia-humor-acido-e-carinho-por-personagens.shtml,""",","""https://www1.folha.uol.com.br/folha-100-anos/2020/03/morto-ha-uma-decada-glauco-unia-humor-acido-e-carinho-por-personagens.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,19.fev.2020,19/02/2020,Não,Não alimente os calouros no sinal fechado,"""",https://cozinhabruta.blogfolha.uol.com.br/2020/02/19/nao-alimente-os-calouros-no-sinal-fechado/,""",","""https://cozinhabruta.blogfolha.uol.com.br/2020/02/19/nao-alimente-os-calouros-no-sinal-fechado/"","
Folha de S. Paulo,Agora,Esquizofrênico,8.jan.2020,08/01/2020,Não,Defesa diz que suspeito de atear fogo em morador de rua em SP tem problemas mentais,"""",https://agora.folha.uol.com.br/sao-paulo/2020/01/defesa-diz-que-suspeito-de-atear-fogo-em-morador-de-rua-tem-problemas-mentais.shtml,""",","""https://agora.folha.uol.com.br/sao-paulo/2020/01/defesa-diz-que-suspeito-de-atear-fogo-em-morador-de-rua-tem-problemas-mentais.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,4.set.2019,04/09/2019,Não,"Em região controlada pela milícia, desenhos de Bispo do Rosário são revelados","""",https://www1.folha.uol.com.br/ilustrada/2019/09/em-regiao-controlada-pela-milicia-desenhos-de-bispo-do-rosario-sao-revelados.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2019/09/em-regiao-controlada-pela-milicia-desenhos-de-bispo-do-rosario-sao-revelados.shtml"","
Folha de S. Paulo,Ciência,Esquizofrênico,15.jan.2019,15/01/2019,Não,"James Watson atrai críticas mundiais com falas sobre genética, raça e inteligência","""",https://www1.folha.uol.com.br/ciencia/2019/01/james-watson-atrai-criticas-mundiais-com-falas-sobre-genetica-raca-e-inteligencia.shtml,""",","""https://www1.folha.uol.com.br/ciencia/2019/01/james-watson-atrai-criticas-mundiais-com-falas-sobre-genetica-raca-e-inteligencia.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,14.jan.2019,14/01/2019,Não,Briga por herança espelha solidão contemporânea,"""",https://www1.folha.uol.com.br/ilustrada/2019/01/briga-por-heranca-espelha-solidao-contemporanea.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2019/01/briga-por-heranca-espelha-solidao-contemporanea.shtml"","
Folha de S. Paulo,Televisão,Esquizofrênico,9.dez.2018,09/12/2018,Não,Paulo Vilhena afirma ser chocante fazer o pai de jovem de 18 anos em 'O Sétimo Guardião',"""",https://f5.folha.uol.com.br/televisao/2018/12/paulo-vilhena-afirma-ser-chocante-fazer-o-pai-de-jovem-de-18-anos-em-o-setimo-guardiao.shtml,""",","""https://f5.folha.uol.com.br/televisao/2018/12/paulo-vilhena-afirma-ser-chocante-fazer-o-pai-de-jovem-de-18-anos-em-o-setimo-guardiao.shtml"","
Folha de S. Paulo,Televisão,Esquizofrênico,3.nov.2018,03/11/2018,Não,Thierry Figueira interpreta homem esquizofrênico e cheio de manias em série cômica,"""",https://f5.folha.uol.com.br/televisao/2018/11/thierry-figueira-interpreta-homem-esquizofrenico-e-cheio-de-manias-em-serie-comica.shtml,""",","""https://f5.folha.uol.com.br/televisao/2018/11/thierry-figueira-interpreta-homem-esquizofrenico-e-cheio-de-manias-em-serie-comica.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,21.set.2018,21/09/2018,Não,"Com Emma Stone, 'Maniac', da Netflix, expõe obsessões e ecos de Kubrick","""",https://www1.folha.uol.com.br/colunas/lucianacoelho/2018/09/com-emma-stone-maniac-da-netflix-expoe-obsessoes-e-ecos-de-kubrick.shtml,""",","""https://www1.folha.uol.com.br/colunas/lucianacoelho/2018/09/com-emma-stone-maniac-da-netflix-expoe-obsessoes-e-ecos-de-kubrick.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,6.set.2018,06/09/2018,Não,"Após operar crânio, brasileiro põe cérebro a serviço de revolução médica","""",https://www1.folha.uol.com.br/colunas/redesocial/2018/09/apos-operar-cranio-brasileiro-poe-cerebro-a-servico-de-revolucao-medica.shtml,""",","""https://www1.folha.uol.com.br/colunas/redesocial/2018/09/apos-operar-cranio-brasileiro-poe-cerebro-a-servico-de-revolucao-medica.shtml"","
Folha de S. Paulo,Blogs e Colunas,Esquizofrênico,27.jul.2018,27/07/2018,Não,"‘Cidade Tiradentes é uma mulher negra e mãe solteira’, diz escritora Cláudia Canto","""",https://mural.blogfolha.uol.com.br/2018/07/27/cidade-tiradentes-e-uma-mulher-negra-e-mae-solteira-diz-escritora-claudia-canto/,""",","""https://mural.blogfolha.uol.com.br/2018/07/27/cidade-tiradentes-e-uma-mulher-negra-e-mae-solteira-diz-escritora-claudia-canto/"","
Folha de S. Paulo,blogs e Colunas,Esquizofrênico,20.jul.2018,20/07/2018,Não,De ofensas e elogios,"""",https://thaisnicoleti.blogfolha.uol.com.br/2018/07/20/de-ofensas-e-elogios/,""",","""https://thaisnicoleti.blogfolha.uol.com.br/2018/07/20/de-ofensas-e-elogios/"","
Folha de S. Paulo,Ilustríssima,Esquizofrênico,30.jun.2018,30/06/2018,Não,"Dom Quixote ensina a lutar contra injustiças e preconceitos, diz Tostão","""",https://www1.folha.uol.com.br/ilustrissima/2018/06/dom-quixote-ensina-a-lutar-contra-injusticas-e-preconceitos-diz-tostao.shtml,""",","""https://www1.folha.uol.com.br/ilustrissima/2018/06/dom-quixote-ensina-a-lutar-contra-injusticas-e-preconceitos-diz-tostao.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,25.mar.2018,25/03/2018,Não,Existem vítimas para todos os lados,"""",https://www1.folha.uol.com.br/colunas/marcos-lisboa/2018/03/existem-vitimas-para-todos-os-lados.shtml,""",","""https://www1.folha.uol.com.br/colunas/marcos-lisboa/2018/03/existem-vitimas-para-todos-os-lados.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,17.fev.2018,17/02/2018,Não,Monólogo retrata Antonin Artaud em processo de decomposição,"""",https://www1.folha.uol.com.br/ilustrada/2018/02/monologo-retrata-antonin-artaud-em-processo-de-decomposicao.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2018/02/monologo-retrata-antonin-artaud-em-processo-de-decomposicao.shtml"","
Folha de S. Paulo,Cinema,Esquizofrênico,23/11/2017,23/11/2017,Não,"Pai em Dose Dupla 2', 'Não Devore Meu Coração' e mais 11 filmes estreiam; leia críticas","""",https://guia.folha.uol.com.br/cinema/2017/11/pai-em-dose-dupla-2-nao-devore-meu-coracao-e-mais-11-filmes-estreiam-leia-criticas.shtml,""",","""https://guia.folha.uol.com.br/cinema/2017/11/pai-em-dose-dupla-2-nao-devore-meu-coracao-e-mais-11-filmes-estreiam-leia-criticas.shtml"","
Folha de S. Paulo,Mundo,Esquizofrênico,17/09/2017,17/09/2017,Não,México vira rota para centro-americanos que seguem para os EUA,"""",https://www1.folha.uol.com.br/mundo/2017/09/1919205-mexico-vira-rota-para-centro-americanos-que-seguem-para-os-eua.shtml,""",","""https://www1.folha.uol.com.br/mundo/2017/09/1919205-mexico-vira-rota-para-centro-americanos-que-seguem-para-os-eua.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,15/08/2017,15/08/2017,Não,"Em monólogo, Paulo Betti reconta as suas memórias de juventude","""",https://www1.folha.uol.com.br/ilustrada/2017/08/1909898-em-monologo-paulo-betti-reconta-as-suas-memorias-de-juventude.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2017/08/1909898-em-monologo-paulo-betti-reconta-as-suas-memorias-de-juventude.shtml"","
Folha de S. Paulo,Guia Folha,Esquizofrênico,31/05/2017,31/05/2017,Não,Quarta (31) é último dia para ver o musical 'Rent'; veja 15 atrações para curtir em São Paulo,"""",https://guia.folha.uol.com.br/hoje/2017/05/quarta-31-e-ultimo-dia-para-ver-o-musical-rent-veja-15-atracoes-para-curtir-em-sao-paulo.shtml,""",","""https://guia.folha.uol.com.br/hoje/2017/05/quarta-31-e-ultimo-dia-para-ver-o-musical-rent-veja-15-atracoes-para-curtir-em-sao-paulo.shtml"","
Folha de S. Paulo,Guia Folha,Esquizofrênico,17/05/2017,17/05/2017,Não,Quarta (17) tem forró com Zeca Baleiro e estreia da peça 'As Cerejas',"""",https://guia.folha.uol.com.br/hoje/2017/05/quarta-17-tem-forro-com-zeca-baleiro-e-estreia-da-peca-as-cerejas.shtml,""",","""https://guia.folha.uol.com.br/hoje/2017/05/quarta-17-tem-forro-com-zeca-baleiro-e-estreia-da-peca-as-cerejas.shtml"","
Folha de S. Paulo,Esporte,Esquizofrênico,05/05/2017,05/05/2017,Não,"Para advogado, possibilidade de Neymar ser preso na Espanha é 'nula'","""",https://www1.folha.uol.com.br/esporte/2017/05/1881398-para-advogado-possibilidade-de-neymar-ser-preso-na-espanha-e-nula.shtml,""",","""https://www1.folha.uol.com.br/esporte/2017/05/1881398-para-advogado-possibilidade-de-neymar-ser-preso-na-espanha-e-nula.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,02/02/2017,02/02/2017,Não,"Figura-chave da Tropicália, Lanny Gordin completa 50 anos de carreira","""",https://www1.folha.uol.com.br/ilustrada/2017/02/1854902-figura-chave-da-tropicalia-lanny-gordin-completa-50-anos-de-carreira.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2017/02/1854902-figura-chave-da-tropicalia-lanny-gordin-completa-50-anos-de-carreira.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,23/01/2017,23/01/2017,Não,Herdeiro de Hilda Hilst localiza entrevista inédita de 1978; ouça,"""",https://www1.folha.uol.com.br/ilustrada/2017/01/1852202-herdeiro-de-hilda-hilst-localiza-entrevista-inedita-de-1978-ouca.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2017/01/1852202-herdeiro-de-hilda-hilst-localiza-entrevista-inedita-de-1978-ouca.shtml"","
Folha de S. Paulo,Blogs e Colunas,Esquizofrênico,2.jan.2017,02/01/2017,Não,Sobre o massacre em prisão do Amazonas,"""",https://mortesemtabu.blogfolha.uol.com.br/2017/01/02/sobre-o-massacre-em-prisao-do-amazonas/,""",","""https://mortesemtabu.blogfolha.uol.com.br/2017/01/02/sobre-o-massacre-em-prisao-do-amazonas/"","
Folha de S. Paulo,Show! (Agora),Esquizofrênico,05/06/2016,05/06/2016,Não,Na Mente do Inimigo,"""",https://agora.folha.uol.com.br/show/2016/06/1778420-na-mente-do-inimigo.shtml,""",","""https://agora.folha.uol.com.br/show/2016/06/1778420-na-mente-do-inimigo.shtml"","
Folha de S. Paulo,Cotidiano,Esquizofrênico,04/04/2016,04/04/2016,Não,"Assassino do cartunista Glauco, Cadu é morto em prisão de Goiás","""",https://www1.folha.uol.com.br/cotidiano/2016/04/1757254-assassino-do-cartunista-glauco-e-encontrado-morto-em-prisao-de-goias.shtml,""",","""https://www1.folha.uol.com.br/cotidiano/2016/04/1757254-assassino-do-cartunista-glauco-e-encontrado-morto-em-prisao-de-goias.shtml"","
Folha de S. Paulo,Guia livros,Esquizofrênico,26/03/2016,26/03/2016,Não,Arco de Virar Réu' narra deterioração de protagonista em primeira pessoa,"""",https://www1.folha.uol.com.br/guia-de-livros-discos-filmes/2016/03/1753278-arco-de-virar-reu-narra-deterioracao-de-protagonista-em-primeira-pessoa.shtml,""",","""https://www1.folha.uol.com.br/guia-de-livros-discos-filmes/2016/03/1753278-arco-de-virar-reu-narra-deterioracao-de-protagonista-em-primeira-pessoa.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,18/03/2016,18/03/2016,Não,Homem perturbado narra assassinato em montagem inspirada em Faulkne,"""",https://www1.folha.uol.com.br/ilustrada/2016/03/1751222-homem-perturbado-narra-assassinato-em-montagem-inspirada-em-faulkner.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2016/03/1751222-homem-perturbado-narra-assassinato-em-montagem-inspirada-em-faulkner.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,21/02/2016,21/02/2016,Não,Considerações sobre a loucura,"""",https://www1.folha.uol.com.br/colunas/ferreiragullar/2016/02/1741258-consideracoes-sobre-a-loucura.shtml,""",","""https://www1.folha.uol.com.br/colunas/ferreiragullar/2016/02/1741258-consideracoes-sobre-a-loucura.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,29/01/2016,29/01/2016,Não,"Vamos sair fazendo barulho', afirma diretora do Paço das Artes em festa","""",https://www1.folha.uol.com.br/ilustrada/2016/01/1734962-vamos-sair-fazendo-barulho-diz-diretora-na-ultima-festa-do-paco.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2016/01/1734962-vamos-sair-fazendo-barulho-diz-diretora-na-ultima-festa-do-paco.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,15/01/2016,15/01/2016,Não,Ueba! Chegou meu IPVAquinha!,"""",https://www1.folha.uol.com.br/colunas/josesimao/2016/01/1729517-ueba-chegou-meu-ipvaquinha.shtml,""",","""https://www1.folha.uol.com.br/colunas/josesimao/2016/01/1729517-ueba-chegou-meu-ipvaquinha.shtml"","
Folha de S. Paulo,Ilustríssima,Esquizofrênica,4.mai.2020,04/05/2020,Não,Por que torcemos contra humanos e a favor de robôs em 'Westworld',"""",https://www1.folha.uol.com.br/ilustrissima/2020/05/por-que-torcemos-contra-humanos-e-a-favor-de-robos-em-westworld.shtml,""",","""https://www1.folha.uol.com.br/ilustrissima/2020/05/por-que-torcemos-contra-humanos-e-a-favor-de-robos-em-westworld.shtml"","
Folha de S. Paulo,Opinião,Esquizofrênica,28.mar.2020,28/03/2020,Não,Dilema falso e perigoso,"""",https://www1.folha.uol.com.br/opiniao/2020/03/dilema-falso-e-perigoso.shtml,""",","""https://www1.folha.uol.com.br/opiniao/2020/03/dilema-falso-e-perigoso.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênica,19.fev.2020,19/02/2020,Não,"Novela 'Brega & Chique', de 1987, reestreia na TV paga","""",https://www1.folha.uol.com.br/ilustrada/2020/02/novela-brega-chique-de-1987-reestreia-na-tv-paga.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2020/02/novela-brega-chique-de-1987-reestreia-na-tv-paga.shtml"","
Folha de S. Paulo,Cinema e séries,Esquizofrênica,13.jan.2020,13/01/2020,Não,Criminal Minds' estreia a 15ª e última temporada nesta segunda-feira no AXN,"""",https://f5.folha.uol.com.br/cinema-e-series/2020/01/criminal-minds-estreia-a-15a-e-ultima-temporada-nesta-segunda-feira-no-axn.shtml,""",","""https://f5.folha.uol.com.br/cinema-e-series/2020/01/criminal-minds-estreia-a-15a-e-ultima-temporada-nesta-segunda-feira-no-axn.shtml"","
Folha de S. Paulo,Cinema e séries,Esquizofrênica,22.set.2019,22/09/2019,Não,Vanessa Gerbelli interpreta escritora esquizofrênica no longa 'Amor Assombrado',"""",https://f5.folha.uol.com.br/cinema-e-series/2019/09/vanessa-gerbelli-interpreta-escritora-esquizofrenica-no-longa-amor-assombrado.shtml,""",","""https://f5.folha.uol.com.br/cinema-e-series/2019/09/vanessa-gerbelli-interpreta-escritora-esquizofrenica-no-longa-amor-assombrado.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênica,7.ago.2019,07/08/2019,Não,Peça faz público sofrer na pele sensação de ser internado num hospício,"""",https://www1.folha.uol.com.br/ilustrada/2019/08/publico-vivencia-a-solitaria-dos-sanatorios-no-teatro.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2019/08/publico-vivencia-a-solitaria-dos-sanatorios-no-teatro.shtml"","
Folha de S. Paulo,Teatro,Esquizofrênica,15/03/2019,15/03/2019,Não,Veja as peças que estreiam neste fim de semana,"""",https://guia.folha.uol.com.br/teatro/2019/03/confira-as-estreias-teatrais-da-semana.shtml,""",","""https://guia.folha.uol.com.br/teatro/2019/03/confira-as-estreias-teatrais-da-semana.shtml"","
Folha de S. Paulo,Televisão,Esquizofrênica,27.out.2018,27/10/2018,Não,Renata Sorrah fala sobre Dulce de 'Segundo Sol' e afirma que todos temos uma loucura por dentro,"""",https://f5.folha.uol.com.br/televisao/2018/10/renata-sorrah-fala-sobre-dulce-de-segundo-sol-e-afirma-que-todos-temos-uma-loucura-por-dentro.shtml,""",","""https://f5.folha.uol.com.br/televisao/2018/10/renata-sorrah-fala-sobre-dulce-de-segundo-sol-e-afirma-que-todos-temos-uma-loucura-por-dentro.shtml"","
Folha de S. Paulo,Cinema e séries,Esquizofrênica,8.set.2018,08/09/2018,Não,Marilyn Monroe tem lado frágil e pouco conhecido destacado em minissérie do canal Lifetime,"""",https://f5.folha.uol.com.br/cinema-e-series/2018/09/marilyn-monroe-tem-lado-fragil-e-pouco-conhecido-destacado-em-minisserie-do-canal-lifetime.shtml,""",","""https://f5.folha.uol.com.br/cinema-e-series/2018/09/marilyn-monroe-tem-lado-fragil-e-pouco-conhecido-destacado-em-minisserie-do-canal-lifetime.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênica,19.abr.2018,19/04/2018,Não,"Exorcismos e Demônios' parte de proposta singular, mas se rende a clichês","""",https://www1.folha.uol.com.br/ilustrada/2018/04/exorcismos-e-demonios-parte-de-proposta-singular-mas-se-rende-a-cliches.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2018/04/exorcismos-e-demonios-parte-de-proposta-singular-mas-se-rende-a-cliches.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrênica,20.jan.2018,20/01/2018,Não,Jornalista sobre arquivo de Allen: 'ele é obcecado por meninas adolescentes',"""",https://www1.folha.uol.com.br/ilustrada/2018/01/1952079-jornalista-sobre-arquivo-de-allen-ele-e-obcecado-por-meninas-adolescentes.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2018/01/1952079-jornalista-sobre-arquivo-de-allen-ele-e-obcecado-por-meninas-adolescentes.shtml"","
