Jornal,Link,metaforico,paragrafos_resgatados,paragrafos_tratados_sw
Estadão,"https://brasil.estadao.com.br/noticias/geral,pt-contraria-lula-e-faz-previas-em-minas-imp-,545847",1,"['""Essa situação em Minas é esquizofrênica"", resumiu o deputado João Paulo Cunha (PT-SP).']",['situação minas esquizofrênica resumiu deputado joão paulo cunha']
Estadão,"https://economia.estadao.com.br/noticias/geral,a-esquizofrenia-do-fascinio-chines,540164",1,"['A China sofre de esquizofrenia. Ela é ""cortada"" em duas: muito miserável e muito rica ao mesmo tempo. Os países estrangeiros ficam ofuscados. Um dirigente africano disse recentemente: ""Deixem de se apresentar, segundo seus interesses, ora como um país subdesenvolvido, ora como um país superdesenvolvido. Escolham: sejam pobres ou sejam ricos!""']",['china sofre esquizofrenia cortada miserável rica países estrangeiros ficam ofuscados dirigente africano disse recentemente deixem apresentar interesses país subdesenvolvido país superdesenvolvido escolham sejam pobres sejam ricos']
Estadão,"https://internacional.estadao.com.br/noticias/geral,greenpeace-fura-bloqueio,539079",1,"['""Viemos desafiar os líderes mundiais a assumir a liderança das negociações em torno de políticas climáticas. Este evento é uma ótima oportunidade para se discutir essas questões. O Brasil adota algumas posições positivas lá fora, no discurso, mas aqui dentro a coisa é meio esquizofrênica, às vezes"", afirmou João Talocchi, coordenador da campanha de clima do Greenpeace no Brasil.']",['viemos desafiar líderes mundiais assumir liderança negociações torno políticas climáticas evento ótima oportunidade discutir questões brasil adota posições positivas discurso esquizofrênica afirmou joão talocchi coordenador campanha clima greenpeace brasil']
Estadão,"https://internacional.estadao.com.br/noticias/geral,papa-pode-sair-fortalecido-de-escandalos-dizem-vaticanistas,532334",1,"['""O celibato vivido como uma imposição pode causar frustração, repressão sexual e desenvolver vidas esquizofrênicas que levam padres a falar de pureza no altar, mas ter um(a) amante, fazer discursos sobre moralidade e cometer pedofilia"", finalizou Politi.BBC Brasil - Todos os direitos reservados. É proibido todo tipo de reprodução sem autorização por escrito da BBC.']",['celibato vivido imposição causar frustração repressão sexual desenvolver vidas esquizofrênicas levam padres falar pureza altar amante discursos moralidade cometer pedofilia finalizou brasil direitos reservados proibido reprodução autorização escrito bbc']
Estadão,"https://internacional.estadao.com.br/noticias/geral,papa-pode-sair-fortalecido-de-escandalos-dizem-vaticanistas,532334",1,"['""O celibato vivido como uma imposição pode causar frustração, repressão sexual e desenvolver vidas esquizofrênicas que levam padres a falar de pureza no altar, mas ter um(a) amante, fazer discursos sobre moralidade e cometer pedofilia"", finalizou Politi.BBC Brasil - Todos os direitos reservados. É proibido todo tipo de reprodução sem autorização por escrito da BBC.']",['celibato vivido imposição causar frustração repressão sexual desenvolver vidas esquizofrênicas levam padres falar pureza altar amante discursos moralidade cometer pedofilia finalizou brasil direitos reservados proibido reprodução autorização escrito bbc']
Estadão,"https://politica.estadao.com.br/noticias/geral,governo-nega-licenca-de-lula-para-campanha-de-dilma,519533",1,"['Licenciado, Lula enfrentaria uma situação esquizofrênica ao viajar. Como presidente licenciado, ele não poderia usar o avião oficial da Presidência. A utilização de um avião particular, por sua vez, seria inviável e prejudicaria especialmente a sua equipe de segurança. Em 2006, Lula não se licenciou para a campanha e continuou a viajar no avião da Presidência. Neste caso, porém, o PT arcou com a despesa do combustível.']",['licenciado lula enfrentaria situação esquizofrênica viajar presidente licenciado poderia avião oficial presidência utilização avião particular inviável prejudicaria especialmente equipe segurança lula licenciou campanha continuou viajar avião presidência caso pt arcou despesa combustível']
Estadão,https://internacional.estadao.com.br/blogs/radar-global/sindrome-de-jimmy-carter-ronda-obama/,1,"['“Essa esquizofrenia cria problemas. Obama, por exemplo, ignorou violações sistemáticas no Irã, mas inicialmente tomou uma atitude firme em relação a Honduras. Isso leva pessoas a concluir que, quando um país é fraco, você pode desafiá-lo. Mas, quando é forte, você o deixa em paz”, afirma Mead. “É isso que acontecia com Carter.” As respostas ao artigo do historiador vieram na semana passada do próprio Carter e de seu conselheiro de Segurança Nacional, Zbigniew Brzezinski. O ex-presidente irritou-se por ter sido qualificado de “fraco e indeciso” e contra-atacou: “Embora seja verdade que não entrei em guerras, não considero isso motivo para pedir desculpa.” Brzezinski exaltou a “firmeza e decisão” do presidente a quem serviu, dizendo que, se Obama tiver êxitos semelhantes, aí sim terá a tal “síndrome de Carter”.']",['esquizofrenia cria problemas obama ignorou violações sistemáticas irã inicialmente tomou atitude firme honduras leva pessoas concluir país fraco forte deixa paz afirma mead acontecia carter respostas artigo historiador vieram semana passada carter conselheiro segurança nacional zbigniew brzezinski sido qualificado fraco indeciso seja verdade entrei guerras considero motivo pedir desculpa brzezinski exaltou firmeza decisão presidente serviu dizendo obama tiver êxitos semelhantes terá síndrome carter']
Estadão,https://cultura.estadao.com.br/blogs/luiz-zanin/o-mensageiro/,1,"['No entanto, é pena que, de outro lado, a história perca um pouco seu foco quando os dois militares passam a se comportar como adolescentes em férias. Por alguns momentos, tudo fica meio esquizofrênico, até que o rio retorne ao seu leito e a história recobre o sentido original. Apesar dos desvios, é um bom filme, afinal de contas.']",['entanto pena outro história perca foco militares passam comportar adolescentes férias momentos fica esquizofrênico rio retorne leito história recobre sentido original apesar desvios filme afinal contas']
Estadão,"https://www.estadao.com.br/noticias/geral,palmeiras-lele-da-cuca,513290",1,"['Muricy é vítima e cúmplice de uma situação esquizofrênica. Ele perdeu a mão quando se mostrou impotente para evitar que o título brasileiro de 2009 escorresse pelo ralo. À medida que a equipe descarrilava, ia junto. A agressividade no trato com repórteres era proporcionalmente inversa à passividade do Palmeiras diante de adversários mais fracos. A batata do técnico assou também ao conformar-se, pelo menos em público, com elenco reduzido para este ano. Acreditou na promessa dos dirigentes, o que em geral significa cair em conto-do-vigário.']",['muricy vítima cúmplice situação esquizofrênica perdeu mão mostrou impotente evitar título brasileiro escorresse ralo medida equipe descarrilava ia junto agressividade trato repórteres proporcionalmente inversa passividade palmeiras adversários fracos batata técnico assou público elenco reduzido ano acreditou promessa dirigentes significa cair']
Estadão,"https://www.estadao.com.br/noticias/geral,cartas,506633",1,"['dos como Força Pública (à qual pertenci por sete anos) a instituição era militarizada ao extremo e tinha verdadeira ojeriza ao policiamento, o que deu azo à criação e ao crescimento da Guarda Civil. Militar a Força Pública vai continuar, até porque um policial militar passará a se apresentar como soldado, e não mais como policial. Afinal, o que ganha a população paulista com isso? Parece que os tucanos paulistas entraram no jogo de extensas áreas do governo federal onde grassa um crescente e preconceituoso antimilitarismo. Nosso verdadeiro problema é que deveríamos ter apenas uma instituição, unificada com o nome Polícia do Estado de São Paulo, e não essa esquizofrenia institucional que é o esgotado modelo policial brasileiro, que, pelo jeito, vai ganhar mais confusão.']",['força pública pertenci anos instituição militarizada extremo tinha verdadeira ojeriza policiamento deu azo criação crescimento guarda civil militar força pública continuar policial militar passará apresentar soldado policial afinal ganha população paulista tucanos paulistas entraram jogo extensas áreas governo federal grassa crescente preconceituoso antimilitarismo verdadeiro problema deveríamos instituição unificada nome polícia paulo esquizofrenia institucional esgotado modelo policial brasileiro jeito ganhar confusão']
Estadão,"https://www.estadao.com.br/noticias/geral,policiais-mataram-10-mil-pessoas-em-12-anos-no-rio,497338",1,"['Silvia é entusiasta das Unidades de Polícia Pacificadora (UPPs), programa iniciado pelo governo há um ano na favela Dona Marta, em Botafogo, que na semana passada chegou a mais duas comunidades de Copacabana - ao todo, seis favelas receberam ex-recrutas. A medida beneficiou oficialmente 110 mil moradores, com o fim da presença ostensiva de traficantes armados. Ela diz que não se pode ter uma polícia esquizofrênica - ""a da UPP, que aprende a respeitar, e a do policial que entra na favela dando tiro e chamando morador de vagabundo.""']",['silvia entusiasta unidades polícia pacificadora upps programa iniciado governo há ano favela dona marta botafogo semana passada chegou comunidades copacabana favelas receberam medida beneficiou oficialmente moradores presença ostensiva traficantes armados polícia esquizofrênica upp aprende respeitar policial entra favela dando tiro chamando morador vagabundo']
Estadão,https://cultura.estadao.com.br/blogs/luiz-zanin/ensaio-brilhante-sobre-a-condicao-humana/,1,"['Resnais incorpora essa descontinuidade ao comportamento dos personagens. Eles surpreendem. Parecem estranhos e próximos a nós. Porque também vivemos num mundo psicológico fragmentado, sujeito a desníveis brutais, a frases truncadas, a propósitos esquizofrênicos e pouco coerentes.']",['resnais incorpora descontinuidade comportamento personagens surpreendem parecem estranhos próximos vivemos mundo psicológico fragmentado sujeito desníveis brutais frases truncadas propósitos esquizofrênicos coerentes']
Estadão,"https://internacional.estadao.com.br/noticias/america-latina,cristina-kirchner-chama-jornalistas-de-aprendizes-de-bruxos,488333",1,"['A presidente afirmou que os jornalistas deveriam ""abandonar a esquizofrenia como política de comunicação"".']",['presidente afirmou jornalistas deveriam abandonar esquizofrenia política comunicação']
Estadão,"https://alias.estadao.com.br/noticias/geral,fake-inimitavel-e-indestrutivel,485012",1,"['A essa altura, é atingido pelo autor do atentado de Milão, Massimo Tartaglia, com uma estatueta que quebra dois dos seus dentes, o septo nasal e fere o lábio. Esse homem de 42 anos, definido como ""perturbado mental"", incorpora perfeitamente o tipo fraco, com um ego precário e doente que, recusando a mão estendida oferecida pelo ""bem"", ""enlouquece"", como todo opositor. Evidentemente, trata-se de um atentado infeliz, quer porque o uso da violência em política é sempre detestável, quer porque reforçará o poder do rei-sacerdote, que, ferido, perdoará o homem que atentou contra ele. E a oposição só poderá balbuciar solidariedade, sem mergulhar na obscura esquizofrenia que se apoderou da maioria dos italianos. Um dos povos que têm mais emigrados no mundo, por exemplo, no Brasil, tornou-se em apenas dez anos racista, desconfiado, vulgar. A universidade é abandonada pelos melhores cérebros. O próprio reitor da Luiss, uma das universidades particulares de maior prestígio, que não é absolutamente de esquerda, escreveu uma carta aberta ao filho sugerindo que vá estudar no exterior. É a perspectiva que transmiti a muitos dos meus alunos e eu mesmo decidi empreender. O meu não é propriamente um exílio, mas certamente minha decisão de abandonar a universidade italiana tem um sentido amargo de derrota, inclusive pessoal, e de vontade de não me render.']",['altura atingido autor atentado milão massimo tartaglia estatueta quebra dentes septo nasal fere lábio homem anos definido perturbado mental incorpora perfeitamente fraco ego precário doente recusando mão estendida oferecida enlouquece opositor evidentemente atentado infeliz uso violência política detestável reforçará ferido perdoará homem atentou oposição balbuciar solidariedade mergulhar obscura esquizofrenia apoderou italianos povos emigrados mundo brasil anos racista desconfiado vulgar universidade abandonada melhores cérebros reitor luiss universidades particulares prestígio absolutamente esquerda escreveu carta aberta filho sugerindo vá estudar exterior perspectiva transmiti alunos decidi empreender propriamente exílio decisão abandonar universidade italiana sentido amargo derrota pessoal vontade render']
Estadão,"https://www.estadao.com.br/noticias/geral,ira-honduras-e-uma-duvidosa-aposta-diplomatica,484953",1,"['Chama a atenção em Washington o que um assessor parlamentar chamou de ""esquizofrenia"" da diplomacia brasileira. Segundo o assessor, para um governo preocupado com ""autoridade moral"" na ação externa, deveria ser evidente a contradição entre a insistência do Brasil no mais estrito respeito às regras da democracia em Honduras e o endosso oficial a Ahmadinejad, que chegou ao poder após uma eleição fraudulenta. A percepção negativa sobre a política externa do final do governo Lula, que se cristaliza em Washington, é certamente influenciada pelas fortes críticas que veteranos diplomatas brasileiros como Rubens Ricupero, Rubens Barbosa e Roberto Abdenur, todos ex-embaixadores nos EUA, vêm publicando.']",['chama atenção washington assessor parlamentar chamou esquizofrenia diplomacia brasileira assessor governo preocupado autoridade moral ação externa deveria evidente contradição insistência brasil estrito respeito regras democracia honduras endosso oficial ahmadinejad chegou eleição fraudulenta percepção negativa política externa governo lula cristaliza washington influenciada fortes críticas veteranos diplomatas brasileiros rubens ricupero rubens barbosa roberto abdenur eua publicando']
Estadão,https://internacional.estadao.com.br/blogs/la-fora/estudos-e-winter-break/,1,"['Felizmente, amanhã tenho um dia livre para estudar para a última prova, que é cálculo 2. Decidi, então, que seria melhor tentar não estudar hoje e aproveitar um dos meus últimos dias do ano aqui no MIT. Na sexta-feira, voltarei para o Brasil para passar dez dias em casa e rever minha família, meus amigos e, como não poderia me esquecer, meu gato esquizofrênico (iei!!!). Para isso, achei que seria legal ir até o North End em Boston para comprar uns canollis de chocolate e comemorar meu 18o aniversário, que será no dia 23, com o pessoal do MIT. Estou curiosa para saber como é a tal da maioridade.']",['felizmente amanhã dia livre estudar última prova cálculo decidi melhor estudar hoje aproveitar últimos dias ano mit voltarei brasil passar dias casa rever família amigos poderia esquecer gato esquizofrênico iei achei legal north end boston comprar canollis chocolate comemorar aniversário será dia pessoal mit curiosa maioridade']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,cartas-18062011-imp-,733867",1,"['A página ""Notas & Informações"" de ontem foi um perfeito retrato do Brasil de duas caras: de um lado, ""O Supremo e a maconha"" mostrando como as Leis e sua hierarquia funcionam. ""Sigilo para a bandalheira"" é o oposto, denunciando, como já diz o título, a bandalheira que o governo patrocina. Como virou moda dizer, é coisa de ""1º mundo"" convivendo com coisas do 10º mundo. Esperemos que, no futuro, prevaleçam as coisas boas e que possamos legar aos nossos filhos e netos um pais menos esquizofrênico.']",['página notas informações perfeito retrato brasil caras supremo maconha mostrando leis hierarquia funcionam sigilo bandalheira oposto denunciando título bandalheira governo patrocina virou moda mundo convivendo coisas mundo esperemos futuro prevaleçam coisas boas possamos legar filhos netos pais esquizofrênico']
Estadão,https://internacional.estadao.com.br/blogs/ariel-palacios/breve-vocabulario-kirchnerista/,1,"['– Termo que define medidas que misturam pragmatismo a curto prazo com tons keynesianos embalados por políticas neo-liberais camufladas (ou nem tanto). A coisa parece esquizofrênica, mas essa é a marca do Peronismo. Segundo uns, “flexibilidade”. Segundo outros, “oportunismo”. O termo “empresariado K” define os industriais que respaldam sua política econômica.']",['termo define medidas misturam pragmatismo curto prazo tons keynesianos embalados políticas camufladas esquizofrênica marca peronismo flexibilidade oportunismo termo empresariado k define industriais respaldam política econômica']
Estadão,"https://cultura.estadao.com.br/noticias/geral,conexoes-mineiras-em-grandes-encontros-imp-,723647",1,"['""São músicas que têm a ver com esse universo da banda, meio porrada-submundo-sujeira, meio hedonista, meio esquizofrênico"", diz Enzo. ""E a gente sempre curtiu muito o Paulo e os Titãs. A coisa direta que eles têm, a pancada precisa no verso, no canto. A história de chacoalhar com as instituições, como fazem principalmente no Cabeça Dinossauro. E o Miklos é uma grande figura, um grande cantor. E o trabalho dele como ator também é das coisas grandes da arte. Ele tem uma energia destruidora, ao mesmo tempo punk e elegante, que acho que vai dar uma mistura muito interessante com a gente.""']",['músicas universo banda hedonista esquizofrênico enzo gente curtiu paulo titãs direta pancada precisa verso canto história chacoalhar instituições principalmente cabeça dinossauro miklos figura cantor trabalho dele ator coisas arte energia destruidora punk elegante acho mistura interessante gente']
Estadão,"https://cultura.estadao.com.br/noticias/geral,amor-de-celso-tao-intenso-quanto-em-carinhoso-sim,721299",1,"['""Meu sonho esquizofrênico, maluco, é ter uma voz entre Janis Joplin e João Gilberto. O meu físico tem capacidade vocal de rock e ópera, daria um Fred Mercury. Mas com o passar do tempo, penso... pra que gastar tanta energia para cantar? O João Gilberto... ele ilumina, ele direciona o canto para um caminho oposto do \'\'bel canto\'\'. Ainda hoje, dizem, ele tem uma voz pequenina. Tem nada! Tem uma extensão vocal magnífica, raríssima. O Roberto Carlos tem voz grande, mas ele canta suave. O Chico Buarque tem voz inacreditavelmente grande.""']",['sonho esquizofrênico maluco voz janis joplin joão gilberto físico capacidade vocal rock ópera daria fred mercury passar penso pra gastar energia cantar joão gilberto ilumina direciona canto oposto bel canto hoje voz pequenina extensão vocal magnífica raríssima roberto carlos voz canta suave chico buarque voz inacreditavelmente']
Estadão,"https://economia.estadao.com.br/noticias/geral,cenario-internacional-influencia-as-expectativas-imp-,718575",1,"['Zaidan reclama da imprevisibilidade que dificulta a aprovação e implantação de cada novo empreendimento. ""O Brasil no setor público é um pouco esquizofrênico. Hoje segue uma norma, amanhã já é outra. Cria hoje uma taxa, amanhã a gente se depara com outras exigências. A grua, por exemplo, é usada à vontade em obras no mundo todo. Ano passado, aqui em São Paulo foram embargadas todas as obras que usavam grua. O fato é que a cada nova obra nos deparamos com novas exigências, com mudanças de procedimento que atrasam tudo e encarecem as obras"", lamenta, defendendo ""mais previsibilidade para maior produtividade e redução dos custos"".']",['zaidan reclama imprevisibilidade dificulta aprovação implantação empreendimento brasil setor público esquizofrênico hoje segue norma amanhã cria hoje taxa amanhã gente depara exigências grua usada vontade obras mundo ano passado paulo embargadas obras usavam grua fato obra deparamos exigências mudanças procedimento atrasam encarecem obras lamenta defendendo previsibilidade produtividade redução custos']
Estadão,"https://viagem.estadao.com.br/noticias/geral,todos-os-caminhos-partem-e-levam-a-antiga-capital-cuzco,716973",1,"['A 3.400 metros de altitude, Cuzco contabiliza mais de 400 mil habitantes e dispõe de diversos serviços turísticos. Há hospedagem e restaurantes para todos os gostos e bolsos, além de agências com os mais variados tours, de visitas à rica herança incaica a atividades radicais: rafting no Rio Urubamba, trekkings puxados, mountain bike e outras opções. Dentre elas, a mais esquizofrênica, de longe, é o bungee jumping em que quem se joga nu não paga.']",['metros altitude cuzco contabiliza habitantes dispõe diversos serviços turísticos há hospedagem restaurantes gostos bolsos agências variados tours visitas rica herança incaica atividades radicais rafting rio urubamba trekkings puxados mountain bike opções dentre esquizofrênica bungee jumping joga nu paga']
Estadão,"https://cultura.estadao.com.br/noticias/geral,la-no-bairro-da-luz-imp-,710387",1,"['""A história deles, e o projeto todo, têm tudo a ver com a cidade e com as transformações que o bairro sofreu"", comentava Del Fiol enquanto esperava que a equipe aprontasse a última cena de seu primeiro telefilme. ""A gente queria fazer um filme que não fosse violento e nem tratasse de miséria. Há tanto assunto para se falar. E a ideia inicial foi se desdobrando... Brinco que é um pouco esquizofrênico. Era para ser um filme simples. Sobre relações humanas. Quando vimos, tínhamos uma diária na sala São Paulo. Uma cena de dança com 60 figurantes. Metade do elenco coreano falando em coreano.""']",['história deles projeto cidade transformações bairro sofreu comentava del fiol esperava equipe aprontasse última cena telefilme gente queria filme fosse violento tratasse miséria há assunto falar ideia inicial desdobrando brinco esquizofrênico filme simples relações humanas vimos tínhamos diária sala paulo cena dança figurantes metade elenco coreano falando coreano']
Estadão,"https://internacional.estadao.com.br/noticias/geral,chernobyl-sera-perigosa-por-milhares-de-anos-imp-,710271",1,"['Esse é um evento esquizofrênico. Por um lado, conseguiu fazer com que a comunidade internacional doasse dinheiro para uma segunda proteção para o reator devastado. Ao mesmo tempo, porém, as pessoas estão fazendo vista grossa para as verdadeiras raízes da catástrofe: a energia nuclear.']",['evento esquizofrênico conseguiu comunidade internacional doasse dinheiro proteção reator devastado pessoas fazendo vista grossa verdadeiras raízes catástrofe energia nuclear']
Estadão,"https://cultura.estadao.com.br/noticias/geral,chico-diaz-e-gero-camilo-tomam-o-lugar-de-autores-em-dois-monologos,706326",1,['Ao deixar um pouco à margem todo o aspecto de esquizofrênia que ronda o criador de'],['deixar margem aspecto esquizofrênia ronda criador']
Estadão,https://cultura.estadao.com.br/blogs/direto-da-fonte/o-publico-disse-sim-ao-mercado-de-musicais%e2%80%99/,1,"['Não existe mais elite. Para mim, ela acabou. Nós somos totais esquizofrênicos se ainda falarmos em elite. Por quê? O dinheiro hoje está na mão do emergente. O novo rico agora imita o nobre. O que redimia a elite do poder era a cultura, a capacidade intelectual. Era a “intelligentsia”. Hoje quem tem dinheiro não está nem aí para ela. “Eu pago, eu tenho do jeito que eu quero”, pensam. “E se vou ao teatro, paguei e não posso comentar no celular o que está acontecendo, prefiro ficar em casa”. Depois que surgiu o celular, nem a rainha da Inglaterra é mais fina.']",['existe elite mim acabou totais esquizofrênicos falarmos elite dinheiro hoje mão emergente rico imita nobre redimia elite cultura capacidade intelectual intelligentsia hoje dinheiro pago jeito pensam vou teatro paguei comentar celular acontecendo prefiro ficar casa surgiu celular rainha inglaterra fina']
Estadão,"https://economia.estadao.com.br/noticias/geral,dilma-tera-de-unir-interesses-opostos,62135e",1,"['Essa espécie de esquizofrenia cria um enorme desafio para a presidente, que buscará manter e ampliar as vantagens das empresas que vendem produtos primários ao mesmo tempo em que tenta encontrar caminhos para diversificar a pauta de exportações, com a inclusão de mais produtos industrializados e de alto valor agregado.']",['espécie esquizofrenia cria enorme desafio presidente buscará manter ampliar vantagens empresas vendem produtos primários tenta encontrar caminhos diversificar pauta exportações inclusão produtos industrializados alto agregado']
Estadão,"https://politica.estadao.com.br/noticias/geral,portugal-recebe-dilma-em-momento-de-crise-e-expectativas-dizem-analistas,698719",1,"['Para a socialista Ana Gomes, membro do partido governista e deputada do Parlamento Europeu, o país vive um momento ""esquizofrênico"".']",['socialista ana gomes membro partido governista deputada parlamento europeu país vive esquizofrênico']
Estadão,"https://cultura.estadao.com.br/noticias/geral,a-melhor-forma-para-entender-menecma,697248",1,"['Entre os ensaios e a estreia para convidados nesta sexta-feira, a diretora teve exatas oito semanas para preparar tudo. Pode até parecer o suficiente para quem teve cinco semanas para estrear seu primeiro espetáculo teatral, ""Essa Nossa Juventude"", em 2005, ainda assim Laís considera o tempo reduzido. ""Agora, olhando para trás, eu fui completamente louca de dizer que dá pra fazer."" Dessa vez, ela teve que também produzir um curta-metragem, o tal documentário sobre o pai de Guilherme, que é exibido no palco. ""Uma coisa meio esquizofrênica"", segundo ela.']",['ensaios estreia convidados diretora exatas semanas preparar parecer suficiente semanas estrear espetáculo teatral juventude laís considera reduzido olhando trás completamente louca pra produzir documentário pai guilherme exibido palco esquizofrênica']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,luz-propria-imp-,685403",1,"['Sobre a negociação do valor do salário mínimo e sua regra de concessão, o novo governo foi firme com centrais sindicais que, no governo anterior, tinham se acostumado a ditar políticas, sendo recebidas no tapete vermelho. Ao não verem mais o tapete estendido, rebelaram-se e alguns dirigentes sindicais chegaram às raias da má educação, num comportamento absolutamente condenável. Alguns não souberam entender a mudança que, no entanto, a médio prazo lhes é muito favorável. O PT agiu com absoluta responsabilidade, atuando como um partido de governo, que não faz oposição a si mesmo. Não houve aqui esquizofrenia, com o partido adotando uma política de responsabilidade fiscal, independentemente de que esta corresponda ou não às suas bandeiras históricas.']",['negociação salário mínimo regra concessão governo firme centrais sindicais governo anterior tinham acostumado ditar políticas sendo recebidas tapete vermelho verem tapete estendido dirigentes sindicais chegaram raias má educação comportamento absolutamente condenável souberam entender mudança entanto médio prazo lhes favorável pt agiu absoluta responsabilidade atuando partido governo oposição si houve esquizofrenia partido adotando política responsabilidade fiscal independentemente corresponda bandeiras históricas']
Estadão,"https://cultura.estadao.com.br/noticias/geral,cyndi-lauper-e-a-versao-brecho-de-lady-gaga-imp-,684291",1,"['Cyndi Lauper tem 57 anos, e sua empolgação e notável forma física podem até fazer a gente esquecer o essencial: ela está decadente. Seu show no Via Funchal, na noite de quarta, foi um show caído, derrubado. Não tanto pela queda de ritmo dos blues que ela incorporou ao seu repertório pop com o disco Memphis Blues (2010), nem tanto pela esquizofrenia que é passar de clássicos como Early in the Morning a platitudes pop como She Bop e All Through the Night. O problema é que Cyndi hoje soa como uma versão brechó de Lady Gaga ou uma tia solteirona da Avril Lavigne - sua vozinha infantil extemporânea e seu repertório pré-riot (características que inauguraram um certo tipo de punk pop feminino nos anos 1980) hoje não colam mais, não têm mais faíscas para iniciar incêndios.']",['cyndi lauper anos empolgação notável física gente esquecer essencial decadente show via funchal noite show caído derrubado queda ritmo blues incorporou repertório pop disco memphis blues esquizofrenia passar clássicos early in the morning platitudes pop she bop all through the night problema cyndi hoje soa versão brechó lady gaga tia solteirona avril lavigne vozinha infantil extemporânea repertório características inauguraram certo punk pop feminino anos hoje colam faíscas incêndios']
Estadão,"https://internacional.estadao.com.br/noticias/geral,lucas-mendes-forno-e-fogao-na-casa-branca,677791",1,"['Na obesidade, como em outras questões, o Brasil tem uma política esquizofrênica. Tudo ou nada. Em São Paulo, candidatas a professoras passaram nos concursos, foram nomeadas, mas as obesas foram barradas em código, ""não aptas"". Foi preciso uma equipe do programa Fantástico acompanhá-las para descobrir que o código E-66, razão do veto, significa obesidade.']",['obesidade questões brasil política esquizofrênica paulo candidatas professoras passaram concursos nomeadas obesas barradas código aptas preciso equipe programa fantástico descobrir código razão veto significa obesidade']
Estadão,"https://opiniao.estadao.com.br/noticias/geral,cartas-29012011-imp-,672662",1,"['Vestibulares opressivos e sobras de vagas em faculdades públicas ociosas, nos campos em que a falta de espaço no mercado de trabalho afasta o interesse da população, é a realidade esquizofrênica de nosso sistema educacional, precário e descompassado com as necessidades econômicas e sociais. Nos últimos tempos não há uma única notícia que justifique o mais leve aplauso ao Ministério da Educação do Brasil.']",['vestibulares opressivos sobras vagas faculdades públicas ociosas campos espaço mercado trabalho afasta interesse população realidade esquizofrênica educacional precário descompassado necessidades econômicas sociais últimos tempos há única notícia justifique leve aplauso ministério educação brasil']
Estadão,"https://economia.estadao.com.br/noticias/geral,presidente-do-ipea-elogia-articulacao-entre-fazenda-e-bc,50553e",1,"['O presidente do Instituto de Pesquisa Econômica Aplicada (Ipea), Márcio Pochmann, defendeu hoje a nova orientação da política econômica, adotada pela presidente Dilma Rousseff, na qual um ajuste fiscal maior é prometido para permitir a queda dos juros no médio prazo e aumento dos investimentos, sobretudo em infraestrutura. ""Há uma coordenação mais fina das políticas monetária e fiscal. Sem muita coordenação (na economia), há certa esquizofrenia do ponto de vista das ações (de governo)"", afirmou, durante evento em São Paulo.']",['presidente instituto pesquisa econômica aplicada ipea márcio pochmann defendeu hoje orientação política econômica adotada presidente dilma rousseff ajuste fiscal prometido permitir queda juros médio prazo aumento investimentos sobretudo infraestrutura há coordenação fina políticas monetária fiscal muita coordenação economia há certa esquizofrenia vista ações governo afirmou durante evento paulo']
Estadão,"https://economia.estadao.com.br/noticias/geral,guerra-e-guerra-imp-,664516",1,['A política cambial do Brasil está ficando esquizofrênica. O Banco Central continua dizendo que não tem meta de câmbio. Reafirma que apenas atua no mercado com o objetivo de reduzir volatilidades.'],['política cambial brasil ficando esquizofrênica banco central continua dizendo meta câmbio reafirma atua mercado objetivo reduzir volatilidades']
Estadão,"https://cultura.estadao.com.br/noticias/geral,ivan-lessa-o-cinema-aberto,663167",1,"['Antes de passarem, grupos vagueavam maquiados de loucos andando pra cima e pra baixo, sangue na parede, cantando músicas esquizofrênicas. O diabo, enfim. Nunca fui. Pretendo ir.']",['passarem grupos vagueavam maquiados loucos andando pra pra sangue parede cantando músicas esquizofrênicas diabo enfim pretendo']
Estadão,"https://cultura.estadao.com.br/noticias/geral,alegria-juvenil-do-cantor-fez-renascer-o-velho-brasa-imp-,658470",1,"['Novesfora isso, foi emocionante ver o Rei cantando Copacabana Princesinha do Mar, de João de Barro, hino eterno composto lá nos anos 1940. O repertório foi abrangente, ainda que meio esquizofrênico: o coro de crianças carentes cantava uma pungente Noite Feliz aqui, e a bateria da Beija-Flor balançava atrás - legal presenciar Roberto dando um toque classudo ao overacting de Bruno e Marrone em Dormi na Praça. E, igualmente, o Exaltasamba dando um toque de sambalanço irresistível ao clássico Além do Horizonte. E foi de fato cortante quando o cantor expressou a saudade da mãe que idolatrava, Lady Laura, acompanhado por milhares de vozes.']",['novesfora emocionante rei cantando copacabana princesinha mar joão barro hino eterno composto anos repertório abrangente esquizofrênico coro crianças carentes cantava pungente noite feliz bateria balançava legal presenciar roberto dando toque classudo overacting bruno marrone dormi praça igualmente exaltasamba dando toque sambalanço irresistível clássico horizonte fato cortante cantor expressou saudade mãe idolatrava lady laura acompanhado milhares vozes']
